,Código,Estado,UF,Data,CA,CN,OA,ON,Data mmmovel,CA mmovel,OA mmovel,ON mmovel,CN mmovel,Dia x,CAx,OAx,ONx,CNx,CA mmmovelx,OA mmmovelx,ON mmmovelx,CN mmmovelx
0,11,Rondônia,RO,2020-03-20,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
1,11,Rondônia,RO,2020-03-21,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,
2,11,Rondônia,RO,2020-03-22,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3,11,Rondônia,RO,2020-03-23,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
4,11,Rondônia,RO,2020-03-24,5.0,2.0,0.0,0.0,,,,,,,,,,,,,,
5,11,Rondônia,RO,2020-03-25,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,
6,11,Rondônia,RO,2020-03-26,6.0,1.0,0.0,0.0,2020-03-26,3.7142857142857144,0.0,0.0,0.8571428571428571,,,,,,,,,
7,11,Rondônia,RO,2020-03-27,6.0,0.0,0.0,0.0,2020-03-27,4.428571428571429,0.0,0.0,0.7142857142857143,,,,,,,,,
8,11,Rondônia,RO,2020-03-28,6.0,0.0,0.0,0.0,2020-03-28,4.857142857142857,0.0,0.0,0.42857142857142855,,,,,,,,,
9,11,Rondônia,RO,2020-03-29,6.0,0.0,0.0,0.0,2020-03-29,5.285714285714286,0.0,0.0,0.42857142857142855,,,,,,,,,
10,11,Rondônia,RO,2020-03-30,8.0,2.0,1.0,1.0,2020-03-30,6.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,,,,,,,,,
11,11,Rondônia,RO,2020-03-31,9.0,1.0,1.0,0.0,2020-03-31,6.571428571428571,0.2857142857142857,0.14285714285714285,0.5714285714285714,,,,,,,,,
12,11,Rondônia,RO,2020-04-01,9.0,0.0,1.0,0.0,2020-04-01,7.142857142857143,0.42857142857142855,0.14285714285714285,0.5714285714285714,,,,,,,,,
13,11,Rondônia,RO,2020-04-02,10.0,1.0,1.0,0.0,2020-04-02,7.714285714285714,0.5714285714285714,0.14285714285714285,0.5714285714285714,,,,,,,,,
14,11,Rondônia,RO,2020-04-03,10.0,0.0,1.0,0.0,2020-04-03,8.285714285714286,0.7142857142857143,0.14285714285714285,0.5714285714285714,,,,,,,,,
15,11,Rondônia,RO,2020-04-04,11.0,1.0,1.0,0.0,2020-04-04,9.0,0.8571428571428571,0.14285714285714285,0.7142857142857143,,,,,,,,,
16,11,Rondônia,RO,2020-04-05,14.0,3.0,1.0,0.0,2020-04-05,10.142857142857142,1.0,0.14285714285714285,1.1428571428571428,,,,,,,,,
17,11,Rondônia,RO,2020-04-06,18.0,4.0,1.0,0.0,2020-04-06,11.571428571428571,1.0,0.0,1.4285714285714286,,,,,,,,,
18,11,Rondônia,RO,2020-04-07,23.0,5.0,1.0,0.0,2020-04-07,13.571428571428571,1.0,0.0,2.0,,,,,,,,,
19,11,Rondônia,RO,2020-04-08,26.0,3.0,1.0,0.0,2020-04-08,16.0,1.0,0.0,2.4285714285714284,,,,,,,,,
20,11,Rondônia,RO,2020-04-09,28.0,2.0,2.0,1.0,2020-04-09,18.571428571428573,1.1428571428571428,0.14285714285714285,2.5714285714285716,,,,,,,,,
21,11,Rondônia,RO,2020-04-10,32.0,4.0,2.0,0.0,2020-04-10,21.714285714285715,1.2857142857142858,0.14285714285714285,3.142857142857143,,,,,,,,,
22,11,Rondônia,RO,2020-04-11,34.0,2.0,2.0,0.0,2020-04-11,25.0,1.4285714285714286,0.14285714285714285,3.2857142857142856,,,,,,,,,
23,11,Rondônia,RO,2020-04-12,42.0,8.0,2.0,0.0,2020-04-12,29.0,1.5714285714285714,0.14285714285714285,4.0,,,,,,,,,
24,11,Rondônia,RO,2020-04-13,42.0,0.0,2.0,0.0,2020-04-13,32.42857142857143,1.7142857142857142,0.14285714285714285,3.4285714285714284,,,,,,,,,
25,11,Rondônia,RO,2020-04-14,69.0,27.0,2.0,0.0,2020-04-14,39.0,1.8571428571428572,0.14285714285714285,6.571428571428571,,,,,,,,,
26,11,Rondônia,RO,2020-04-15,73.0,4.0,2.0,0.0,2020-04-15,45.714285714285715,2.0,0.14285714285714285,6.714285714285714,,,,,,,,,
27,11,Rondônia,RO,2020-04-16,92.0,19.0,3.0,1.0,2020-04-16,54.857142857142854,2.142857142857143,0.14285714285714285,9.142857142857142,,,,,,,,,
28,11,Rondônia,RO,2020-04-17,110.0,18.0,3.0,0.0,2020-04-17,66.0,2.2857142857142856,0.14285714285714285,11.142857142857142,1.0,110.0,3.0,0.0,18.0,,,,
29,11,Rondônia,RO,2020-04-18,128.0,18.0,4.0,1.0,2020-04-18,79.42857142857143,2.5714285714285716,0.2857142857142857,13.428571428571429,2.0,128.0,4.0,1.0,18.0,,,,
30,11,Rondônia,RO,2020-04-19,160.0,32.0,4.0,0.0,2020-04-19,96.28571428571429,2.857142857142857,0.2857142857142857,16.857142857142858,3.0,160.0,4.0,0.0,32.0,,,,
31,11,Rondônia,RO,2020-04-20,199.0,39.0,4.0,0.0,2020-04-20,118.71428571428571,3.142857142857143,0.2857142857142857,22.428571428571427,4.0,199.0,4.0,0.0,39.0,,,,
32,11,Rondônia,RO,2020-04-21,223.0,24.0,5.0,1.0,2020-04-21,140.71428571428572,3.5714285714285716,0.42857142857142855,22.0,5.0,223.0,5.0,1.0,24.0,,,,
33,11,Rondônia,RO,2020-04-22,223.0,0.0,5.0,0.0,2020-04-22,162.14285714285714,4.0,0.42857142857142855,21.428571428571427,6.0,223.0,5.0,0.0,0.0,,,,
34,11,Rondônia,RO,2020-04-23,250.0,27.0,5.0,0.0,2020-04-23,184.71428571428572,4.285714285714286,0.2857142857142857,22.571428571428573,7.0,250.0,5.0,0.0,27.0,184.71428571428572,4.285714285714286,0.2857142857142857,22.571428571428573
35,11,Rondônia,RO,2020-04-24,290.0,40.0,6.0,1.0,2020-04-24,210.42857142857142,4.714285714285714,0.42857142857142855,25.714285714285715,8.0,290.0,6.0,1.0,40.0,210.42857142857142,4.714285714285714,0.42857142857142855,25.714285714285715
36,11,Rondônia,RO,2020-04-25,328.0,38.0,7.0,1.0,2020-04-25,239.0,5.142857142857143,0.42857142857142855,28.571428571428573,9.0,328.0,7.0,1.0,38.0,239.0,5.142857142857143,0.42857142857142855,28.571428571428573
37,11,Rondônia,RO,2020-04-26,364.0,36.0,10.0,3.0,2020-04-26,268.14285714285717,6.0,0.8571428571428571,29.142857142857142,10.0,364.0,10.0,3.0,36.0,268.14285714285717,6.0,0.8571428571428571,29.142857142857142
38,11,Rondônia,RO,2020-04-27,393.0,29.0,10.0,0.0,2020-04-27,295.85714285714283,6.857142857142857,0.8571428571428571,27.714285714285715,11.0,393.0,10.0,0.0,29.0,295.85714285714283,6.857142857142857,0.8571428571428571,27.714285714285715
39,11,Rondônia,RO,2020-04-28,413.0,20.0,11.0,1.0,2020-04-28,323.0,7.714285714285714,0.8571428571428571,27.142857142857142,12.0,413.0,11.0,1.0,20.0,323.0,7.714285714285714,0.8571428571428571,27.142857142857142
40,11,Rondônia,RO,2020-04-29,433.0,20.0,15.0,4.0,2020-04-29,353.0,9.142857142857142,1.4285714285714286,30.0,13.0,433.0,15.0,4.0,20.0,353.0,9.142857142857142,1.4285714285714286,30.0
41,11,Rondônia,RO,2020-04-30,502.0,69.0,16.0,1.0,2020-04-30,389.0,10.714285714285714,1.5714285714285714,36.0,14.0,502.0,16.0,1.0,69.0,389.0,10.714285714285714,1.5714285714285714,36.0
42,11,Rondônia,RO,2020-05-01,585.0,83.0,18.0,2.0,2020-05-01,431.14285714285717,12.428571428571429,1.7142857142857142,42.142857142857146,15.0,585.0,18.0,2.0,83.0,431.14285714285717,12.428571428571429,1.7142857142857142,42.142857142857146
43,11,Rondônia,RO,2020-05-02,654.0,69.0,23.0,5.0,2020-05-02,477.7142857142857,14.714285714285714,2.2857142857142856,46.57142857142857,16.0,654.0,23.0,5.0,69.0,477.7142857142857,14.714285714285714,2.2857142857142856,46.57142857142857
44,11,Rondônia,RO,2020-05-03,705.0,51.0,24.0,1.0,2020-05-03,526.4285714285714,16.714285714285715,2.0,48.714285714285715,17.0,705.0,24.0,1.0,51.0,526.4285714285714,16.714285714285715,2.0,48.714285714285715
45,11,Rondônia,RO,2020-05-04,756.0,51.0,25.0,1.0,2020-05-04,578.2857142857143,18.857142857142858,2.142857142857143,51.857142857142854,18.0,756.0,25.0,1.0,51.0,578.2857142857143,18.857142857142858,2.142857142857143,51.857142857142854
46,11,Rondônia,RO,2020-05-05,861.0,105.0,29.0,4.0,2020-05-05,642.2857142857143,21.428571428571427,2.5714285714285716,64.0,19.0,861.0,29.0,4.0,105.0,642.2857142857143,21.428571428571427,2.5714285714285716,64.0
47,11,Rondônia,RO,2020-05-06,943.0,82.0,33.0,4.0,2020-05-06,715.1428571428571,24.0,2.5714285714285716,72.85714285714286,20.0,943.0,33.0,4.0,82.0,715.1428571428571,24.0,2.5714285714285716,72.85714285714286
48,11,Rondônia,RO,2020-05-07,1098.0,155.0,37.0,4.0,2020-05-07,800.2857142857143,27.0,3.0,85.14285714285714,21.0,1098.0,37.0,4.0,155.0,800.2857142857143,27.0,3.0,85.14285714285714
49,11,Rondônia,RO,2020-05-08,1222.0,124.0,39.0,2.0,2020-05-08,891.2857142857143,30.0,3.0,91.0,22.0,1222.0,39.0,2.0,124.0,891.2857142857143,30.0,3.0,91.0
50,11,Rondônia,RO,2020-05-09,1263.0,41.0,41.0,2.0,2020-05-09,978.2857142857143,32.57142857142857,2.5714285714285716,87.0,23.0,1263.0,41.0,2.0,41.0,978.2857142857143,32.57142857142857,2.5714285714285716,87.0
51,11,Rondônia,RO,2020-05-10,1302.0,39.0,43.0,2.0,2020-05-10,1063.5714285714287,35.285714285714285,2.7142857142857144,85.28571428571429,24.0,1302.0,43.0,2.0,39.0,1063.5714285714287,35.285714285714285,2.7142857142857144,85.28571428571429
52,11,Rondônia,RO,2020-05-11,1398.0,96.0,47.0,4.0,2020-05-11,1155.2857142857142,38.42857142857143,3.142857142857143,91.71428571428571,25.0,1398.0,47.0,4.0,96.0,1155.2857142857142,38.42857142857143,3.142857142857143,91.71428571428571
53,11,Rondônia,RO,2020-05-12,1460.0,62.0,50.0,3.0,2020-05-12,1240.857142857143,41.42857142857143,3.0,85.57142857142857,26.0,1460.0,50.0,3.0,62.0,1240.857142857143,41.42857142857143,3.0,85.57142857142857
54,11,Rondônia,RO,2020-05-13,1612.0,152.0,50.0,0.0,2020-05-13,1336.4285714285713,43.857142857142854,2.4285714285714284,95.57142857142857,27.0,1612.0,50.0,0.0,152.0,1336.4285714285713,43.857142857142854,2.4285714285714284,95.57142857142857
55,11,Rondônia,RO,2020-05-14,1686.0,74.0,56.0,6.0,2020-05-14,1420.4285714285713,46.57142857142857,2.7142857142857144,84.0,28.0,1686.0,56.0,6.0,74.0,1420.4285714285713,46.57142857142857,2.7142857142857144,84.0
56,11,Rondônia,RO,2020-05-15,1794.0,108.0,62.0,6.0,2020-05-15,1502.142857142857,49.857142857142854,3.2857142857142856,81.71428571428571,29.0,1794.0,62.0,6.0,108.0,1502.142857142857,49.857142857142854,3.2857142857142856,81.71428571428571
57,11,Rondônia,RO,2020-05-16,1918.0,124.0,69.0,7.0,2020-05-16,1595.7142857142858,53.857142857142854,4.0,93.57142857142857,30.0,1918.0,69.0,7.0,124.0,1595.7142857142858,53.857142857142854,4.0,93.57142857142857
58,11,Rondônia,RO,2020-05-17,1963.0,45.0,74.0,5.0,2020-05-17,1690.142857142857,58.285714285714285,4.428571428571429,94.42857142857143,31.0,1963.0,74.0,5.0,45.0,1690.142857142857,58.285714285714285,4.428571428571429,94.42857142857143
59,11,Rondônia,RO,2020-05-18,2043.0,80.0,83.0,9.0,2020-05-18,1782.2857142857142,63.42857142857143,5.142857142857143,92.14285714285714,32.0,2043.0,83.0,9.0,80.0,1782.2857142857142,63.42857142857143,5.142857142857143,92.14285714285714
60,11,Rondônia,RO,2020-05-19,2413.0,370.0,88.0,5.0,2020-05-19,1918.4285714285713,68.85714285714286,5.428571428571429,136.14285714285714,33.0,2413.0,88.0,5.0,370.0,1918.4285714285713,68.85714285714286,5.428571428571429,136.14285714285714
61,11,Rondônia,RO,2020-05-20,2499.0,86.0,90.0,2.0,2020-05-20,2045.142857142857,74.57142857142857,5.714285714285714,126.71428571428571,34.0,2499.0,90.0,2.0,86.0,2045.142857142857,74.57142857142857,5.714285714285714,126.71428571428571
62,11,Rondônia,RO,2020-05-21,2499.0,0.0,90.0,0.0,2020-05-21,2161.285714285714,79.42857142857143,4.857142857142857,116.14285714285714,35.0,2499.0,90.0,0.0,0.0,2161.285714285714,79.42857142857143,4.857142857142857,116.14285714285714
63,11,Rondônia,RO,2020-05-22,2774.0,275.0,106.0,16.0,2020-05-22,2301.285714285714,85.71428571428571,6.285714285714286,140.0,36.0,2774.0,106.0,16.0,275.0,2301.285714285714,85.71428571428571,6.285714285714286,140.0
64,11,Rondônia,RO,2020-05-23,3109.0,335.0,115.0,9.0,2020-05-23,2471.4285714285716,92.28571428571429,6.571428571428571,170.14285714285714,37.0,3109.0,115.0,9.0,335.0,2471.4285714285716,92.28571428571429,6.571428571428571,170.14285714285714
65,11,Rondônia,RO,2020-05-24,3201.0,92.0,121.0,6.0,2020-05-24,2648.285714285714,99.0,6.714285714285714,176.85714285714286,38.0,3201.0,121.0,6.0,92.0,2648.285714285714,99.0,6.714285714285714,176.85714285714286
66,11,Rondônia,RO,2020-05-25,3264.0,63.0,121.0,0.0,2020-05-25,2822.714285714286,104.42857142857143,5.428571428571429,174.42857142857142,39.0,3264.0,121.0,0.0,63.0,2822.714285714286,104.42857142857143,5.428571428571429,174.42857142857142
67,11,Rondônia,RO,2020-05-26,3493.0,229.0,133.0,12.0,2020-05-26,2977.0,110.85714285714286,6.428571428571429,154.28571428571428,40.0,3493.0,133.0,12.0,229.0,2977.0,110.85714285714286,6.428571428571429,154.28571428571428
68,11,Rondônia,RO,2020-05-27,3862.0,369.0,137.0,4.0,2020-05-27,3171.714285714286,117.57142857142857,6.714285714285714,194.71428571428572,41.0,3862.0,137.0,4.0,369.0,3171.714285714286,117.57142857142857,6.714285714285714,194.71428571428572
