,Código,Estado,UF,Data,CA,CN,OA,ON,Data mmmovel,CA mmovel,OA mmovel,ON mmovel,CN mmovel,Dia x,CAx,OAx,ONx,CNx,CA mmmovelx,OA mmmovelx,ON mmmovelx,CN mmmovelx
591,15,Pará,PA,2020-04-17,627.0,70.0,32.0,6.0,2020-04-17,408.7142857142857,19.857142857142858,3.2857142857142856,58.57142857142857,12.0,627.0,32.0,6.0,70.0,408.7142857142857,19.857142857142858,3.2857142857142856,58.57142857142857
592,15,Pará,PA,2020-04-18,641.0,14.0,33.0,1.0,2020-04-18,466.42857142857144,23.0,3.142857142857143,57.714285714285715,13.0,641.0,33.0,1.0,14.0,466.42857142857144,23.0,3.142857142857143,57.714285714285715
593,15,Pará,PA,2020-04-19,685.0,44.0,34.0,1.0,2020-04-19,527.2857142857143,25.857142857142858,2.857142857142857,60.857142857142854,14.0,685.0,34.0,1.0,44.0,527.2857142857143,25.857142857142858,2.857142857142857,60.857142857142854
594,15,Pará,PA,2020-04-20,902.0,217.0,35.0,1.0,2020-04-20,611.8571428571429,28.857142857142858,3.0,84.57142857142857,15.0,902.0,35.0,1.0,217.0,611.8571428571429,28.857142857142858,3.0,84.57142857142857
595,15,Pará,PA,2020-04-21,1026.0,124.0,38.0,3.0,2020-04-21,703.5714285714286,31.285714285714285,2.4285714285714284,91.71428571428571,16.0,1026.0,38.0,3.0,124.0,703.5714285714286,31.285714285714285,2.4285714285714284,91.71428571428571
596,15,Pará,PA,2020-04-22,1195.0,169.0,43.0,5.0,2020-04-22,804.7142857142857,34.42857142857143,3.142857142857143,101.14285714285714,17.0,1195.0,43.0,5.0,169.0,804.7142857142857,34.42857142857143,3.142857142857143,101.14285714285714
597,15,Pará,PA,2020-04-23,1267.0,72.0,53.0,10.0,2020-04-23,906.1428571428571,38.285714285714285,3.857142857142857,101.42857142857143,18.0,1267.0,53.0,10.0,72.0,906.1428571428571,38.285714285714285,3.857142857142857,101.42857142857143
598,15,Pará,PA,2020-04-24,1579.0,312.0,86.0,33.0,2020-04-24,1042.142857142857,46.0,7.714285714285714,136.0,19.0,1579.0,86.0,33.0,312.0,1042.142857142857,46.0,7.714285714285714,136.0
599,15,Pará,PA,2020-04-25,1745.0,166.0,95.0,9.0,2020-04-25,1199.857142857143,54.857142857142854,8.857142857142858,157.71428571428572,20.0,1745.0,95.0,9.0,166.0,1199.857142857143,54.857142857142854,8.857142857142858,157.71428571428572
600,15,Pará,PA,2020-04-26,2070.0,325.0,114.0,19.0,2020-04-26,1397.7142857142858,66.28571428571429,11.428571428571429,197.85714285714286,21.0,2070.0,114.0,19.0,325.0,1397.7142857142858,66.28571428571429,11.428571428571429,197.85714285714286
601,15,Pará,PA,2020-04-27,2219.0,149.0,122.0,8.0,2020-04-27,1585.857142857143,78.71428571428571,12.428571428571429,188.14285714285714,22.0,2219.0,122.0,8.0,149.0,1585.857142857143,78.71428571428571,12.428571428571429,188.14285714285714
602,15,Pará,PA,2020-04-28,2319.0,100.0,132.0,10.0,2020-04-28,1770.5714285714287,92.14285714285714,13.428571428571429,184.71428571428572,23.0,2319.0,132.0,10.0,100.0,1770.5714285714287,92.14285714285714,13.428571428571429,184.71428571428572
603,15,Pará,PA,2020-04-29,2586.0,267.0,156.0,24.0,2020-04-29,1969.2857142857142,108.28571428571429,16.142857142857142,198.71428571428572,24.0,2586.0,156.0,24.0,267.0,1969.2857142857142,108.28571428571429,16.142857142857142,198.71428571428572
604,15,Pará,PA,2020-04-30,2999.0,413.0,224.0,68.0,2020-04-30,2216.714285714286,132.71428571428572,24.428571428571427,247.42857142857142,25.0,2999.0,224.0,68.0,413.0,2216.714285714286,132.71428571428572,24.428571428571427,247.42857142857142
605,15,Pará,PA,2020-05-01,3359.0,360.0,263.0,39.0,2020-05-01,2471.0,158.0,25.285714285714285,254.28571428571428,26.0,3359.0,263.0,39.0,360.0,2471.0,158.0,25.285714285714285,254.28571428571428
606,15,Pará,PA,2020-05-02,3727.0,368.0,306.0,43.0,2020-05-02,2754.1428571428573,188.14285714285714,30.142857142857142,283.14285714285717,27.0,3727.0,306.0,43.0,368.0,2754.1428571428573,188.14285714285714,30.142857142857142,283.14285714285717
607,15,Pará,PA,2020-05-03,3920.0,193.0,317.0,11.0,2020-05-03,3018.4285714285716,217.14285714285714,29.0,264.2857142857143,28.0,3920.0,317.0,11.0,193.0,3018.4285714285716,217.14285714285714,29.0,264.2857142857143
608,15,Pará,PA,2020-05-04,4262.0,342.0,344.0,27.0,2020-05-04,3310.285714285714,248.85714285714286,31.714285714285715,291.85714285714283,29.0,4262.0,344.0,27.0,342.0,3310.285714285714,248.85714285714286,31.714285714285715,291.85714285714283
609,15,Pará,PA,2020-05-05,4756.0,494.0,375.0,31.0,2020-05-05,3658.4285714285716,283.57142857142856,34.714285714285715,348.14285714285717,30.0,4756.0,375.0,31.0,494.0,3658.4285714285716,283.57142857142856,34.714285714285715,348.14285714285717
610,15,Pará,PA,2020-05-06,5524.0,768.0,410.0,35.0,2020-05-06,4078.1428571428573,319.85714285714283,36.285714285714285,419.7142857142857,31.0,5524.0,410.0,35.0,768.0,4078.1428571428573,319.85714285714283,36.285714285714285,419.7142857142857
611,15,Pará,PA,2020-05-07,5935.0,411.0,488.0,78.0,2020-05-07,4497.571428571428,357.57142857142856,37.714285714285715,419.42857142857144,32.0,5935.0,488.0,78.0,411.0,4497.571428571428,357.57142857142856,37.714285714285715,419.42857142857144
612,15,Pará,PA,2020-05-08,6519.0,584.0,574.0,86.0,2020-05-08,4949.0,402.0,44.42857142857143,451.42857142857144,33.0,6519.0,574.0,86.0,584.0,4949.0,402.0,44.42857142857143,451.42857142857144
613,15,Pará,PA,2020-05-09,7018.0,499.0,610.0,36.0,2020-05-09,5419.142857142857,445.42857142857144,43.42857142857143,470.14285714285717,34.0,7018.0,610.0,36.0,499.0,5419.142857142857,445.42857142857144,43.42857142857143,470.14285714285717
614,15,Pará,PA,2020-05-10,7348.0,330.0,672.0,62.0,2020-05-10,5908.857142857143,496.14285714285717,50.714285714285715,489.7142857142857,35.0,7348.0,672.0,62.0,330.0,5908.857142857143,496.14285714285717,50.714285714285715,489.7142857142857
615,15,Pará,PA,2020-05-11,8069.0,721.0,811.0,139.0,2020-05-11,6452.714285714285,562.8571428571429,66.71428571428571,543.8571428571429,36.0,8069.0,811.0,139.0,721.0,6452.714285714285,562.8571428571429,66.71428571428571,543.8571428571429
616,15,Pará,PA,2020-05-12,9059.0,990.0,913.0,102.0,2020-05-12,7067.428571428572,639.7142857142857,76.85714285714286,614.7142857142857,37.0,9059.0,913.0,102.0,990.0,7067.428571428572,639.7142857142857,76.85714285714286,614.7142857142857
617,15,Pará,PA,2020-05-13,10344.0,1285.0,1021.0,108.0,2020-05-13,7756.0,727.0,87.28571428571429,688.5714285714286,38.0,10344.0,1021.0,108.0,1285.0,7756.0,727.0,87.28571428571429,688.5714285714286
618,15,Pará,PA,2020-05-14,11479.0,1135.0,1094.0,73.0,2020-05-14,8548.0,813.5714285714286,86.57142857142857,792.0,39.0,11479.0,1094.0,73.0,1135.0,8548.0,813.5714285714286,86.57142857142857,792.0
619,15,Pará,PA,2020-05-15,12638.0,1159.0,1174.0,80.0,2020-05-15,9422.142857142857,899.2857142857143,85.71428571428571,874.1428571428571,40.0,12638.0,1174.0,80.0,1159.0,9422.142857142857,899.2857142857143,85.71428571428571,874.1428571428571
620,15,Pará,PA,2020-05-16,13464.0,826.0,1222.0,48.0,2020-05-16,10343.0,986.7142857142857,87.42857142857143,920.8571428571429,41.0,13464.0,1222.0,48.0,826.0,10343.0,986.7142857142857,87.42857142857143,920.8571428571429
621,15,Pará,PA,2020-05-17,14201.0,737.0,1279.0,57.0,2020-05-17,11322.0,1073.4285714285713,86.71428571428571,979.0,42.0,14201.0,1279.0,57.0,737.0,11322.0,1073.4285714285713,86.71428571428571,979.0
622,15,Pará,PA,2020-05-18,15467.0,1266.0,1391.0,112.0,2020-05-18,12378.857142857143,1156.2857142857142,82.85714285714286,1056.857142857143,43.0,15467.0,1391.0,112.0,1266.0,12378.857142857143,1156.2857142857142,82.85714285714286,1056.857142857143
623,15,Pará,PA,2020-05-19,15467.0,0.0,1391.0,0.0,2020-05-19,13294.285714285714,1224.5714285714287,68.28571428571429,915.4285714285714,44.0,15467.0,1391.0,0.0,0.0,13294.285714285714,1224.5714285714287,68.28571428571429,915.4285714285714
624,15,Pará,PA,2020-05-20,18929.0,3462.0,1776.0,385.0,2020-05-20,14520.714285714286,1332.4285714285713,107.85714285714286,1226.4285714285713,45.0,18929.0,1776.0,385.0,3462.0,14520.714285714286,1332.4285714285713,107.85714285714286,1226.4285714285713
625,15,Pará,PA,2020-05-21,20532.0,1603.0,1891.0,115.0,2020-05-21,15814.0,1446.2857142857142,113.85714285714286,1293.2857142857142,46.0,20532.0,1891.0,115.0,1603.0,15814.0,1446.2857142857142,113.85714285714286,1293.2857142857142
626,15,Pará,PA,2020-05-22,22697.0,2165.0,2001.0,110.0,2020-05-22,17251.0,1564.4285714285713,118.14285714285714,1437.0,47.0,22697.0,2001.0,110.0,2165.0,17251.0,1564.4285714285713,118.14285714285714,1437.0
627,15,Pará,PA,2020-05-23,24125.0,1428.0,2148.0,147.0,2020-05-23,18774.0,1696.7142857142858,132.28571428571428,1523.0,48.0,24125.0,2148.0,147.0,1428.0,18774.0,1696.7142857142858,132.28571428571428,1523.0
628,15,Pará,PA,2020-05-24,24815.0,690.0,2288.0,140.0,2020-05-24,20290.285714285714,1840.857142857143,144.14285714285714,1516.2857142857142,49.0,24815.0,2288.0,140.0,690.0,20290.285714285714,1840.857142857143,144.14285714285714,1516.2857142857142
629,15,Pará,PA,2020-05-25,27366.0,2551.0,2427.0,139.0,2020-05-25,21990.14285714286,1988.857142857143,148.0,1699.857142857143,50.0,27366.0,2427.0,139.0,2551.0,21990.14285714286,1988.857142857143,148.0,1699.857142857143
630,15,Pará,PA,2020-05-26,29882.0,2516.0,2516.0,89.0,2020-05-26,24049.428571428572,2149.5714285714284,160.71428571428572,2059.285714285714,51.0,29882.0,2516.0,89.0,2516.0,24049.428571428572,2149.5714285714284,160.71428571428572,2059.285714285714
631,15,Pará,PA,2020-05-27,31671.0,1789.0,2595.0,79.0,2020-05-27,25869.714285714286,2266.5714285714284,117.0,1820.2857142857142,52.0,31671.0,2595.0,79.0,1789.0,25869.714285714286,2266.5714285714284,117.0,1820.2857142857142
632,15,Pará,PA,2020-05-28,35132.0,3461.0,2759.0,164.0,2020-05-28,27955.428571428572,2390.5714285714284,124.0,2085.714285714286,53.0,35132.0,2759.0,164.0,3461.0,27955.428571428572,2390.5714285714284,124.0,2085.714285714286
633,15,Pará,PA,2020-05-29,37296.0,2164.0,2873.0,114.0,2020-05-29,30041.0,2515.1428571428573,124.57142857142857,2085.5714285714284,54.0,37296.0,2873.0,114.0,2164.0,30041.0,2515.1428571428573,124.57142857142857,2085.5714285714284
634,15,Pará,PA,2020-05-30,37859.0,563.0,2920.0,47.0,2020-05-30,32003.0,2625.4285714285716,110.28571428571429,1962.0,55.0,37859.0,2920.0,47.0,563.0,32003.0,2625.4285714285716,110.28571428571429,1962.0
635,15,Pará,PA,2020-05-31,37961.0,102.0,2923.0,3.0,2020-05-31,33881.0,2716.1428571428573,90.71428571428571,1878.0,56.0,37961.0,2923.0,3.0,102.0,33881.0,2716.1428571428573,90.71428571428571,1878.0
636,15,Pará,PA,2020-06-01,40014.0,2053.0,3019.0,96.0,2020-06-01,35687.857142857145,2800.714285714286,84.57142857142857,1806.857142857143,57.0,40014.0,3019.0,96.0,2053.0,35687.857142857145,2800.714285714286,84.57142857142857,1806.857142857143
637,15,Pará,PA,2020-06-02,43652.0,3638.0,3144.0,125.0,2020-06-02,37655.0,2890.4285714285716,89.71428571428571,1967.142857142857,58.0,43652.0,3144.0,125.0,3638.0,37655.0,2890.4285714285716,89.71428571428571,1967.142857142857
638,15,Pará,PA,2020-06-03,46473.0,2821.0,3245.0,101.0,2020-06-03,39769.57142857143,2983.285714285714,92.85714285714286,2114.5714285714284,59.0,46473.0,3245.0,101.0,2821.0,39769.57142857143,2983.285714285714,92.85714285714286,2114.5714285714284
639,15,Pará,PA,2020-06-04,49473.0,3000.0,3492.0,247.0,2020-06-04,41818.28571428572,3088.0,104.71428571428571,2048.714285714286,60.0,49473.0,3492.0,247.0,3000.0,41818.28571428572,3088.0,104.71428571428571,2048.714285714286
640,15,Pará,PA,2020-06-05,53860.0,4387.0,3665.0,173.0,2020-06-05,44184.57142857143,3201.1428571428573,113.14285714285714,2366.285714285714,61.0,53860.0,3665.0,173.0,4387.0,44184.57142857143,3201.1428571428573,113.14285714285714,2366.285714285714
641,15,Pará,PA,2020-06-06,53860.0,0.0,3665.0,0.0,2020-06-06,46470.42857142857,3307.5714285714284,106.42857142857143,2285.8571428571427,62.0,53860.0,3665.0,0.0,0.0,46470.42857142857,3307.5714285714284,106.42857142857143,2285.8571428571427
642,15,Pará,PA,2020-06-07,54271.0,411.0,3678.0,13.0,2020-06-07,48800.42857142857,3415.4285714285716,107.85714285714286,2330.0,63.0,54271.0,3678.0,13.0,411.0,48800.42857142857,3415.4285714285716,107.85714285714286,2330.0
643,15,Pará,PA,2020-06-08,57570.0,3299.0,3835.0,157.0,2020-06-08,51308.42857142857,3532.0,116.57142857142857,2508.0,64.0,57570.0,3835.0,157.0,3299.0,51308.42857142857,3532.0,116.57142857142857,2508.0
644,15,Pará,PA,2020-06-09,60636.0,3066.0,3898.0,63.0,2020-06-09,53734.71428571428,3639.714285714286,107.71428571428571,2426.285714285714,65.0,60636.0,3898.0,63.0,3066.0,53734.71428571428,3639.714285714286,107.71428571428571,2426.285714285714
645,15,Pará,PA,2020-06-10,63405.0,2769.0,3980.0,82.0,2020-06-10,56153.57142857143,3744.714285714286,105.0,2418.8571428571427,66.0,63405.0,3980.0,82.0,2769.0,56153.57142857143,3744.714285714286,105.0,2418.8571428571427
646,15,Pará,PA,2020-06-11,64126.0,721.0,4030.0,50.0,2020-06-11,58246.857142857145,3821.5714285714284,76.85714285714286,2093.285714285714,67.0,64126.0,4030.0,50.0,721.0,58246.857142857145,3821.5714285714284,76.85714285714286,2093.285714285714
647,15,Pará,PA,2020-06-12,66328.0,2202.0,4132.0,102.0,2020-06-12,60028.0,3888.285714285714,66.71428571428571,1781.142857142857,68.0,66328.0,4132.0,102.0,2202.0,60028.0,3888.285714285714,66.71428571428571,1781.142857142857
648,15,Pará,PA,2020-06-13,68456.0,2128.0,4191.0,59.0,2020-06-13,62113.142857142855,3963.4285714285716,75.14285714285714,2085.1428571428573,69.0,68456.0,4191.0,59.0,2128.0,62113.142857142855,3963.4285714285716,75.14285714285714,2085.1428571428573
649,15,Pará,PA,2020-06-14,69224.0,768.0,4201.0,10.0,2020-06-14,64249.28571428572,4038.1428571428573,74.71428571428571,2136.1428571428573,70.0,69224.0,4201.0,10.0,768.0,64249.28571428572,4038.1428571428573,74.71428571428571,2136.1428571428573
650,15,Pará,PA,2020-06-15,71243.0,2019.0,4291.0,90.0,2020-06-15,66202.57142857143,4103.285714285715,65.14285714285714,1953.2857142857142,71.0,71243.0,4291.0,90.0,2019.0,66202.57142857143,4103.285714285715,65.14285714285714,1953.2857142857142
651,15,Pará,PA,2020-06-16,74192.0,2949.0,4350.0,59.0,2020-06-16,68139.14285714286,4167.857142857143,64.57142857142857,1936.5714285714287,72.0,74192.0,4350.0,59.0,2949.0,68139.14285714286,4167.857142857143,64.57142857142857,1936.5714285714287
652,15,Pará,PA,2020-06-17,76623.0,2431.0,4395.0,45.0,2020-06-17,70027.42857142857,4227.142857142857,59.285714285714285,1888.2857142857142,73.0,76623.0,4395.0,45.0,2431.0,70027.42857142857,4227.142857142857,59.285714285714285,1888.2857142857142
653,15,Pará,PA,2020-06-18,80072.0,3449.0,4469.0,74.0,2020-06-18,72305.42857142857,4289.857142857143,62.714285714285715,2278.0,74.0,80072.0,4469.0,74.0,3449.0,72305.42857142857,4289.857142857143,62.714285714285715,2278.0
654,15,Pará,PA,2020-06-19,82881.0,2809.0,4519.0,50.0,2020-06-19,74670.14285714286,4345.142857142857,55.285714285714285,2364.714285714286,75.0,82881.0,4519.0,50.0,2809.0,74670.14285714286,4345.142857142857,55.285714285714285,2364.714285714286
655,15,Pará,PA,2020-06-20,84654.0,1773.0,4583.0,64.0,2020-06-20,76984.14285714286,4401.142857142857,56.0,2314.0,76.0,84654.0,4583.0,64.0,1773.0,76984.14285714286,4401.142857142857,56.0,2314.0
656,15,Pará,PA,2020-06-21,86020.0,1366.0,4605.0,22.0,2020-06-21,79383.57142857143,4458.857142857143,57.714285714285715,2399.4285714285716,77.0,86020.0,4605.0,22.0,1366.0,79383.57142857143,4458.857142857143,57.714285714285715,2399.4285714285716
657,15,Pará,PA,2020-06-22,88636.0,2616.0,4672.0,67.0,2020-06-22,81868.28571428571,4513.285714285715,54.42857142857143,2484.714285714286,78.0,88636.0,4672.0,67.0,2616.0,81868.28571428571,4513.285714285715,54.42857142857143,2484.714285714286
658,15,Pará,PA,2020-06-23,91708.0,3072.0,4726.0,54.0,2020-06-23,84370.57142857143,4567.0,53.714285714285715,2502.285714285714,79.0,91708.0,4726.0,54.0,3072.0,84370.57142857143,4567.0,53.714285714285715,2502.285714285714
